"PMN01","PMN011","PMN02","PMN03","PMN04","PMN041","PMN05","PMN06","PMN07","PMN08","PMN09","PMN10","PMN11","PMN121","PMN122","PMN123","PMN13","PMN14","PMN15","PMN16","PMN18","PMN20","PMN23","PMN24","PMN25","PMN30","PMN31","PMN31T","PMN32","PMN33","PMN34","PMN35","PMN36","PMN37","PMN38","PMN40","PMN41","PMN42","PMN43","PMN431","PMN44","PMN45","PMN46","PMN50","PMN51","PMN52","PMN53","PMN54","PMN55","PMN56","PMN57","PMN58","PMN59","PMN60","PMN61","PMN62","PMN63","PMN64","PMN65","PMN66","PMN67","PMN68","PMN69","PMN70","PMN71","PMN80","PMN81","PMN82","PMN83","PMN84","PMN85","PMN86","PMN87","PMN88","PMN88T","PMN930","PMN401","PMN90","PMN94","PMN95","PMN96","PMN97","PMN98","PMN91","PMNUD01","PMNUD02","PMNUD03","PMNUD04","PMNUD05","PMNUD06","PMNUD07","PMNUD08","PMNUD09","PMNUD10","PMNUD11","PMNUD12","PMNUD13","PMNUD14","PMNUD15","PMN89","PMN72","PMN73","PMN74","PMN75","PMN76","PMN77","PMNPLANT","PMNLEGAL","PMN012","PMN919","PMN99","PMN78","PMN100"
"PN01-17090072","REG","45","","9974-8000-1301","ANM Controller PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","2870.000","","","","0.000000","360.000000","421.200000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","360.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-2870.000","0.000","","","9974-8000-1301","1.0000","N","N","1","","","","","","","","","","","","","PCS","2870.000","1033200.000000","1208844.000000","","","0.000000","","","0058-01"," ","2106","","","","PN02-17040080","","","","421.200000","422.200000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","47","","9974-8000-1201","PAIU Controller PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","3583.000","","","","0.000000","850.000000","994.500000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","850.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-3583.000","0.000","","","9974-8000-1201","1.0000","N","N","1","","","","","","","","","","","","","PCS","3583.000","3045550.000000","3563293.500000","","","0.000000","","","0058-01"," ","2104","","","","PN02-17040080","","","","994.500000","995.500000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","49","","9974-8000-1106","12 Ports M12 Switch Panel Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","675.000","","","","0.000000","800.000000","936.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","800.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-675.000","0.000","","","9974-8000-1106","1.0000","N","N","1","","","","","","","","","","","","","PCS","675.000","540000.000000","631800.000000","","","0.000000","","","0058-01"," ","2102","","","","PN02-17040080","","","","936.000000","937.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","51","","9974-8000-1105","PACU AMP Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","620.000","","","","0.000000","1200.000000","1404.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","1200.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-620.000","0.000","","","9974-8000-1105","1.0000","N","N","1","","","","","","","","","","","","","PCS","620.000","744000.000000","870480.000000","","","0.000000","","","0058-01"," ","2102","","","","PN02-17040080","","","","1404.000000","1405.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","53","","9974-8000-1104","PACU Controller  Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","620.000","","","","0.000000","5000.000000","5850.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","5000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-620.000","0.000","","","9974-8000-1104","1.0000","N","N","1","","","","","","","","","","","","","PCS","620.000","3100000.000000","3627000.000000","","","0.000000","","","0058-01"," ","2102","","","","PN02-17040080","","","","5850.000000","5851.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","55","","9974-8000-1103","PACU 12-Port Switch  Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","620.000","","","","0.000000","3600.000000","4212.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","3600.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-620.000","0.000","","","9974-8000-1103","1.0000","N","N","1","","","","","","","","","","","","","PCS","620.000","2232000.000000","2611440.000000","","","0.000000","","","0058-01"," ","2102","","","","PN02-17040080","","","","4212.000000","4213.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","58","","9974-8000-1102","PACU Power Supply  Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","86.000","","","","0.000000","1000.000000","1170.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","1000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-86.000","0.000","","","9974-8000-1102","1.0000","N","N","1","","","","","","","","","","","","","PCS","86.000","86000.000000","100620.000000","","","0.000000","","","0058-01"," ","2102","","","","PN02-17040080","","","","1170.000000","1171.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090072","REG","59","","9974-8000-1102","PACU Power Supply  Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","10.0000","Y","Y","8","","620.000","","","","0.000000","1000.000000","1170.000000","","17/10/31","17/10/31","17/10/31","17/10/17","","Y","500102","","0","","","1000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-620.000","0.000","","","9974-8000-1102","1.0000","N","N","1","","","","","","","","","","","","","PCS","620.000","620000.000000","725400.000000","","","0.000000","","","0058-01"," ","2102","","","","PN02-17040080","","","","1170.000000","1171.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090074","REG","14","","9957-8000-9204","LCD Reciever PCBA 24""","","","PCS","PCS","1.00000000","","N","1.00000000","PC0063","","20.0000","Y","Y","8","","2.000","","","","0.000000","1000.000000","1170.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","1000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000","","","9957-8000-9204","1.0000","N","N","1","","","","","","","","","","","","","PCS","2.000","2000.000000","2340.000000","","","0.000000","","","0063-01"," ","2114","","","","PN02-16060050","","","","1170.000000","1171.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090075","REG","1","","9955-8000-8201","Touch Screen Receiver","","","PCS","PCS","1.00000000","","N","1.00000000","PC0030","","10.0000","Y","Y","8","","2.000","","","","0.000000","2500.000000","2925.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","50010303","","0","","","2500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000","","","9955-8000-8201","1.0000","N","N","1","","","","","","","","","","","","","PCS","2.000","5000.000000","5850.000000","","","0.000000","","","9955-01"," ","3103","","","","PN02-16010025","","","","2925.000000","2926.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090075","REG","2","","9955-8000-6201","TDVR Controller PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0030","","10.0000","Y","Y","8","","2.000","","","","0.000000","6500.000000","7605.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","6500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000","","","9955-8000-6201","1.0000","N","N","1","","","","","","","","","","","","","PCS","2.000","13000.000000","15210.000000","","","0.000000","","","9955-01"," ","2101","","","","PN02-17060055","","","","7605.000000","7606.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090075","REG","3","","9955-8000-5201","DACU MMI Interface PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0030","","10.0000","Y","Y","8","","2.000","","","","0.000000","1400.000000","1638.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","50010303","","0","","","1400.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000","","","9955-8000-5201","1.0000","N","N","1","","","","","","","","","","","","","PCS","2.000","2800.000000","3276.000000","","","0.000000","","","9955-01"," ","3103","","","","PN02-16010025","","","","1638.000000","1639.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090075","REG","4","","9955-8000-1206","ACSU  I/O  PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0030","","10.0000","Y","Y","8","","1.000","","","","0.000000","3000.000000","3510.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","3000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","9955-8000-1206","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","3000.000000","3510.000000","","","0.000000","","","9955-01"," ","2101","","","","PN02-17060055","","","","3510.000000","3511.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090075","REG","5","","9955-8000-1203","ACSU Switch R PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0030","","10.0000","Y","Y","8","","2.000","","","","0.000000","1400.000000","1638.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","50010303","","0","","","1400.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000","","","9955-8000-1203","1.0000","N","N","1","","","","","","","","","","","","","PCS","2.000","2800.000000","3276.000000","","","0.000000","","","9955-01"," ","3103","","","","PN02-16010025","","","","1638.000000","1639.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090075","REG","6","","9955-8000-1203","ACSU Switch R PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0030","","10.0000","Y","Y","8","","3.000","","","","0.000000","1400.000000","1638.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","1400.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-3.000","0.000","","","9955-8000-1203","1.0000","N","N","1","","","","","","","","","","","","","PCS","3.000","4200.000000","4914.000000","","","0.000000","","","9955-01"," ","2101","","","","PN02-17060055","","","","1638.000000","1639.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090077","REG","3","","9948-8000-5201","DACU MMI Interface Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC2016","","20.0000","Y","Y","8","","1.000","","","","0.000000","1900.000000","2223.000000","","17/10/31","17/10/31","17/10/31","17/10/08","","Y","500102","","0","","","1900.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","9948-8000-5201","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","1900.000000","2223.000000","","","0.000000","","","2016-01"," ","2101","","","","PN02-16050062","","","","2223.000000","2224.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090079","REG","24","","9933-8000-2203","PACU Controller Card(3)","","","PCS","PCS","1.00000000","","N","1.00000000","PC3001","","20.0000","Y","Y","8","","2.000","","","","0.000000","4500.000000","5265.000000","","17/10/31","17/10/31","17/10/31","17/10/08","","Y","500102","","0","","","4500.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000","","","9933-8000-2203","1.0000","N","N","1","","","","","","","","","","","","","PCS","2.000","9000.000000","10530.000000","","","0.000000","","","3001-01"," ","2101","","","","PN02-16060054","","","","5265.000000","5266.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090079","REG","26","","9930-8000-6201","TDVR Controller PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC3006","","20.0000","Y","Y","8","","5.000","","","","0.000000","8000.000000","9360.000000","","17/10/31","17/10/31","17/10/31","17/10/08","","Y","500102","","0","","","8000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-5.000","0.000","","","9930-8000-6201","1.0000","N","N","1","","","","","","","","","","","","","PCS","5.000","40000.000000","46800.000000","","","0.000000","","","3006-01"," ","2101","","","","PN02-17060058","","","","9360.000000","9361.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17100002","REG","4","","9956-8000-0386-1","Saloon Area Camera(连接器待更换)","","","PCS","PCS","1.00000000","","N","1.00000000","PC0031","","20.0000","Y","Y","8","","2.000","","","","0.000000","786.324800","920.000000","","17/10/31","17/10/31","17/10/31","17/10/10","","Y","50010301","","0","","","786.324800","","","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000","","","9956-8000-0386-1","1.0000","N","N","1","","","","","","","","","","","","","PCS","2.000","1572.650000","1840.000000","","","0.000000","","","9956-01"," ","3101","","","","PN02-17040004","","","","920.000000","921.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17100002","REG","5","","8024-0006","CCAM半成品","","","PCS","PCS","1.00000000","","N","1.00000000","PC0062","","10.0000","Y","Y","8","","6.000","","","","0.000000","1708.529900","1998.980000","","17/10/31","17/10/31","17/10/31","17/10/10","","Y","500102","","0","","","1708.529900","","","0.000","0.000","K001","0.000"," ","0.000"," ","-6.000","0.000","","","8024-0006","1.0000","N","N","1","","","","","","","","","","","","","PCS","6.000","10251.180000","11993.880000","","","0.000000","","","9981-01"," ","2113","","","","PN02-17050036","","","","2000.000000","2001.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17100002","REG","6","","8008-0586","RVC外壳","","","PCS","PCS","1.00000000","","N","1.00000000","PC0031","","10.0000","Y","Y","8","","4.000","","","","0.000000","128.205100","150.000000","","17/10/31","17/10/31","17/10/31","17/10/10","","Y","50010301","","0","","","128.205100","","","0.000","0.000","K001","0.000"," ","0.000"," ","-4.000","0.000","","","8008-0586","1.0000","N","N","1","","","","","","","","","","","","","PCS","4.000","512.820000","600.000000","","","0.000000","","","9956-01"," ","3101","","","","PN02-17020041","","","","150.000000","150.110000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090081","REG","6","","9924-8000-1213","ACSU Controller UART Part PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC2028","","10.0000","Y","Y","8","","5.000","","","","0.000000","1000.000000","1170.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","1000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-5.000","0.000","","","9924-8000-1213","1.0000","N","N","1","","","","","","","","","","","","","PCS","5.000","5000.000000","5850.000000","","","0.000000","","","2028-07"," ","2101","","","","PN02-17050005","","","","1170.000000","1171.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN01-17090081","REG","9","","9923-8000-1211","ACSU Controller Audio Part PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC2007","","10.0000","Y","Y","8","","1.000","","","","0.000000","1000.000000","1170.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","1000.000000","","","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000","","","9923-8000-1211","1.0000","N","N","1","","","","","","","","","","","","","PCS","1.000","1000.000000","1170.000000","","","0.000000","","","2007-07"," ","2101","","","","PN02-16060051","","","","1170.000000","1171.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
